1 1
1.1 1.1
1.2 1.2
1.3 1.3
1.4 1.4
1.5 1.5
1.6 1.6
1.7 1.7
1.8 1.8
1.9 1.9
2 2
2.1 2.1
2.2 2.2
2.3 2.3
2.4 2.4
2.5 2.5
2.6 2.6
2.7 2.7
2.8 2.8
2.9 2.9
3 3.00000000000001
3.1 3.30000000000001
3.2 3.60000000000001
3.3 3.90000000000001
3.4 4.20000000000001
3.5 4.50000000000001
3.6 4.80000000000001
3.7 5.10000000000001
3.8 5.40000000000001
3.9 5.70000000000001
4 6
4.1 6.13333333333334
4.2 6.26666666666667
4.3 6.4
4.4 6.53333333333333
4.5 6.66666666666667
4.6 6.8
4.7 6.93333333333333
4.8 7.06666666666667
4.9 7.2
5 7.33333333333333
5.1 7.46666666666667
5.2 7.6
5.3 7.73333333333333
5.4 7.86666666666666
5.5 8
5.6 8.13333333333333
5.7 8.26666666666666
5.8 8.4
5.9 8.53333333333333
6 8.66666666666666
6.1 8.79999999999999
6.19999999999999 8.93333333333333
6.29999999999999 9.06666666666666
6.39999999999999 9.19999999999999
6.49999999999999 9.33333333333333
6.59999999999999 9.46666666666666
6.69999999999999 9.59999999999999
6.79999999999999 9.73333333333332
6.89999999999999 9.86666666666666
6.99999999999999 9.99999999999999
7.09999999999999 10
7.19999999999999 10
7.29999999999999 10
7.39999999999999 10
7.49999999999999 10
7.59999999999999 10
7.69999999999999 10
7.79999999999999 10
7.89999999999999 10
7.99999999999999 10
8.09999999999999 10
8.19999999999999 10
8.29999999999999 10
8.39999999999999 10
8.49999999999999 10
8.59999999999999 10
8.69999999999999 10
8.79999999999999 10
8.89999999999999 10
8.99999999999999 10
9.09999999999999 9.96666666666667
9.19999999999999 9.93333333333334
9.29999999999998 9.90000000000001
9.39999999999998 9.86666666666667
9.49999999999998 9.83333333333334
9.59999999999998 9.80000000000001
9.69999999999998 9.76666666666667
9.79999999999998 9.73333333333334
9.89999999999998 9.70000000000001
9.99999999999998 9.66666666666667
10.1 9.63333333333334
10.2 9.60000000000001
10.3 9.56666666666667
10.4 9.53333333333334
10.5 9.50000000000001
10.6 9.46666666666667
10.7 9.43333333333334
10.8 9.40000000000001
10.9 9.36666666666667
11 9.33333333333334
11.1 9.30000000000001
11.2 9.26666666666667
11.3 9.23333333333334
11.4 9.20000000000001
11.5 9.16666666666667
11.6 9.13333333333334
11.7 9.10000000000001
11.8 9.06666666666668
11.9 9.03333333333334
12 9.00000000000001
